File1,File2,sentence,sentiment,topic
"nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn .",negative,,,
"thầy nhiệt tình , tận tâm với sinh viên .",positive,,,
"chỉnh lại thời lượng làm bài thi và nội dung thi , vì không tương thích , đề dài và thời gian ngắn .",negative,,,
tốt và nhiệt tình trong giảng bài .,positive,,,
thầy dạy quá tốt không ý kiến .,positive,,,
giáo viên thường xuyên liên lạc trao đổi với sinh viên .,positive,,,
"giảng viên nhiệt tình , giải thích kỹ càng .",positive,,,
"giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan .",negative,,,
và em nghĩ mức độ gây áp lực về nội dung bài tập còn ít ( nội dung bài tập chưa nâng cao và yêu cầu nhiều về kiến thức ) .,negative,,,
điều em không hài lòng nhất là đôi lúc giảng bài hơi nhanh .,negative,,,
đôi khi dạy khiến học sinh buồn ngủ bởi cách dạy chưa hay hoặc bài học khó nhưng chưa chỉ ra hợp lý .,negative,,,
cảm ơn boss .,positive,,,
"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .",negative,,,
nên thêm thời gian học .,negative,,,
"cô dạy nhiệt tình , tận tâm với sinh viên .",positive,,,
"thầy giảng tận tâm , nhiệt tình .",positive,,,
"thầy đẹp trai quá , làm sinh viên mất tập trung !",negative,,,
hiệu quả trình bày kiến thức không cao .,negative,,,
"khi sinh viên hỏi thì thầy không biết , phải đi qua máy khác xem rồi mới biết đường để chỉ sinh viên .",negative,,,
cô rất sâu sát đến từng bạn .,positive,,,
nội dung bài thực hành nên chú trọng vào chất lượng hơn là số lượng .,negative,,,
phương pháp thầy dạy giống cấp 3 làm em nhớ hồi cày cuốc colonsmile .,negative,,,
"cách truyền đạt khó hiểu , không có gì mới trong bài giảng .",negative,,,
"thầy giảng kỹ , liên hệ thực tiễn , rõ ràng nhưng tiếc là giọng của thầy ấm áp quá , học trưa nên dễ buồn ngủ .",negative,,,
"các nội dung trong tài liệu môn học chưa đầy đủ và chi tiết , chưa đi sâu vào bản chất của vấn đề , đặc biệt là phần xml và hướng đối tượng .",negative,,,
cô nhiệt tình giảng dạy dù lúc cô hỏi không bạn nào thèm trả lời câu hỏi của cô .,positive,,,
số bài thực hành quá nhiều cho một môn thực hành hình thức 2 .,negative,,,
"phần thực hành khó , em thường làm rất mơ hồ và không hiểu ý nghĩa của bài tập .",negative,,,
không học gì .,negative,,,
"thầy nhiệt tình , ân cần .",positive,,,
"em mong môn học cập nhập thêm nhiều điều mới , có những ví dụ thực tiễn , sinh động , nội dung môn học nên súc tích và nhấn mạnh trọng tâm hơn .",negative,,,
"luôn giải đáp thắc mắc của sinh viên , dạy dễ hiểu .",positive,,,
giảng viên dạy khó hiểu .,negative,,,
"học xong môn học chỉ có thể nói chắc chắn một điều , đủ để chém gió , còn lại thực tế mạng là cái gì ?",negative,,,
thầy dạy dễ tiếp thu .,positive,,,
"nếu liên hệ thực tế , liên kết của môn học với các mô học sau , ngành nghề sau này , em nghĩ sẽ dễ hiểu và tiếp thu môn học hơn .",negative,,,
"thầy cho bài tập để sinh viên không quên kiến thức trong kỳ quân sự , thường xuyên cho bài tập không ngừng giải thích và chỉ rõ những cái các chỗ sai của sinh viên trong quá trình làm bài tập .",positive,,,
thầy luôn đến sớm hơn sinh viên .,positive,,,
thầy nói chuyện linh tinh hơi nhiều .,negative,,,
đừng quá nhiều lý thuyết .,negative,,,
"môn học cần tạo được định hướng cho sinh viên làm đồ án ngay từ đầu , gần cuối kỳ chúng em mới biết làm cái gì nên lúc đó chạy đồ án rất là cực và còn nhiều sai sót cho đồ án của mình .",negative,,,
cô rất nhiệt tình .,positive,,,
vận dụng được một số kiến thức để áp dụng những môn học sau .,positive,,,
có thông báo cho sinh viên rất đầy đủ .,positive,,,
"tận tâm , nhiệt tình , hăng say .",positive,,,
một số bài lab khá dài và nâng cao .,negative,,,
cô quá dễ thương .,positive,,,
"giảng viên đảm bảo giờ lên lớp , dạy kỹ càng và rất dễ hiểu .",positive,,,
thầy hầu như chỉ giảng bài trên slide .,negative,,,
"thầy dạy rất hay , em hài lòng về cách giảng dạy của thầy .",positive,,,
"thầy giảng buồn ngủ , không nhiệt tình , bài tập thực hành không có .",negative,,,
thầy có nhiều kiến thức hay .,positive,,,
thời gian làm bài tập nên kéo dài hơn một chút .,negative,,,
giảng viên truyền đạt kiến thức sát với thực tiễn giúp dễ hiểu .,positive,,,
"vui vẻ với sinh viên , cung cấp tài liệu đây đủ cho môn học .",positive,,,
tích cực giảng dạy thường xuyên giúp đỡ sinh viên .,positive,,,
nhiệt tình vui vẻ .,positive,,,
chúc thầy sẽ những thành công trong việc giảng dạy sắp tới .,positive,,,
quan tâm tới học sinh .,positive,,,
"thầy cho làm bài tập nhưng không giải , làm sinh viên không biết đúng sai như thế nào .",negative,,,
"cần trang bị máy bàn cấu hình cao hơn , vì chạy chương trình không nổi .",negative,,,
sử dụng hệ thống làm bài online để làm bài tập .,neutral,,,
"nội dung môn học quá rộng , nên điều chỉnh lại và tập trung vào những phần quan trọng .",negative,,,
thầy rất tốt rất nhiệt tình .,positive,,,
"thầy giảng ngắn ngọn , nhưng rất dễ hiểu .",positive,,,
dạy dễ nghe dễ hiểu .,positive,,,
chưa đi sâu vào cốt lõi của vấn đề .,negative,,,
"giảng dạy dễ hiểu , rõ ràng minh bạch , dẫn chứng cụ thể .",positive,,,
mong thầy cố gắng giải bài tập thực tế nhiều hơn .,negative,,,
tiết sửa bài tập không đạt được hiệu quả cao .,negative,,,
dặn sinh viên tham gia seminar một cách tự nguyện nhưng lại bắt viết bài thu hoạch lấy điểm quá trình .,negative,,,
"cô dạy hơi nhanh , nhiều sinh viên không hiểu hết vấn đề .",negative,,,
thầy dạy rất tâm huyết .,positive,,,
không ai có thể không hài lòng về cách dạy của cô ( trừ những bạn không đi học ) .,positive,,,
dạy rất chán .,negative,,,
"thầy có cách giảng dạy lưu loát , truyền đạt dễ hiểu .",positive,,,
dạy nhiệt tình và có thêm buổi học phụ đạo .,positive,,,
tên môn học là quản trị mạng nhưng nó chẳng đúng với nội dung đã học ở trên lớp .,negative,,,
"slide tài liệu các chương thường không có , hoặc thường rất ít các bài tập mà chỉ tập trung vào slide ôn tập cuối kỳ fraction giữa kỳ .",negative,,,
giảng viên vần tạo thêm động lực học cho sinh viên .,positive,,,
"thực hành luôn đi trước lý thuyết , rất bất cập , mong nhà trường chỉnh sửa lại cho phù hợp .",negative,,,
"bài giảng mang tính thực tế cao , giảng viên tận tình hướng dẫn .",positive,,,
"thầy dạy có tâm , thường dạy quá giờ .",positive,,,
"một số nội dung cơ bản như doubledot cấu trúc của json , xml .",neutral,,,
cần tăng cường các buổi training do giảng viên đứng lớp để giải thêm các bài tập .,negative,,,
còn nhiều chỗ thiếu sót .,negative,,,
rất ok về mọi phần .,positive,,,
"chép nhiều ví dụ gây mất thời gian , 3 tiết học trở thành 5 tiết học .",negative,,,
giáo viên nói tiếng hơi khó nghe .,negative,,,
thầy nhiệt tình tận tâm .,positive,,,
"hướng dẫn tận tâm chu đáo , ăn mặc lịch sự và vui vẻ !",positive,,,
bài học chưa thực sự sinh động .,negative,,,
cần nhiều tài liệu mới .,negative,,,
thầy dạy rất tâm huyết và nhiệt tình giúp sinh viên có hướng tiếp cận tốt hơn .,positive,,,
giảng viên vui tính thân thiện .,positive,,,
nghỉ dạy không báo trước sinh viên .,negative,,,
"thầy luôn đi đúng giờ , không điểm danh .",positive,,,
"cần thêm các giờ thực hành tại các công ty , doanh nghiệp .",negative,,,
"thưa , thầy là người cung cấp kiến thức rất chuẩn mực và sâu để em có thể tìm tòi , dễ dàng học hỏi thêm những kiến thức khác liên quan đến môn học .",positive,,,
cách dạy khó hiểu .,negative,,,
giáo viên tạo được cảm giác ham học và nhiệt tình với học sinh .,positive,,,
lý thuyết thường chỉ là slide muốn sinh viên hiểu rõ cũng khó .,negative,,,
thầy rất giỏi và nhiệt tình .,positive,,,
không chấm bài thì giảng viên không nên bắt học sinh nộp bài lên moodle .,negative,,,
"phương pháp giảng dạy của cô rất hay , đơn giản nhưng rất dễ hiểu , truyền đạt kiến thức tốt .",positive,,,
"phòng thực hành còn sơ sài , máy tính cũ kỹ .",negative,,,
cô phát âm chưa chuẩn .,negative,,,
giảng viên còn thiếu kinh nghiệm truyền đạt .,negative,,,
"thầy dạy truyền đạt rất tốt , dạy hay , dễ hiểu , nhiều bài tập .",positive,,,
"thầy giảng dạy dễ hiểu , thân thiện .",positive,,,
"tận tụy với sinh viên , bài giảng dễ hiểu .",positive,,,
đề nghị có màn che bớt ánh sáng .,negative,,,
"giảng dạy ngắn gọn , dễ hiểu .",positive,,,
"cô dạy rất nhiệt tình , cho sinh viên tiếp cận với nhiều thiết bị công nghệ .",positive,,,
"giảng viên tạo nhiều bài tập , câu hỏi để mỗi thành viên trong lớp đều có thể tương tác .",positive,,,
"tận tình , chuẩn xác .",positive,,,
nhưng ra đề đừng đánh đố sinh viên .,negative,,,
"theo thời khóa biểu là mỗi buổi 4 tiết , nhưng thầy chưa bao giờ dạy hơn 3 tiết fraction buổi , thầy hay kể chuyện kiếm hiệp trong giờ học .",negative,,,
"giọng thầy rất khó nghe , cả lớp gần như không ai nghe hiểu được .",negative,,,
"thầy giáo tận tâm , nhiệt tình .",positive,,,
phương pháp dạy tốt dễ hiểu .,positive,,,
"thầy dạy tận tâm , nhiệt tình , cho nhiều ví dụ để sinh viên hiểu bài .",positive,,,
hy vọng trường xem xét ý kiến này của em !,negative,,,
cô wzjwz219 nên làm gắt gao hơn việc kiểm tra bài làm của sinh viên .,negative,,,
slide quá dài và dùng từ ngữ khó hiểu .,negative,,,
"giảng viên dạy nhiều kiến thức thực tế , cách dạy dễ hiểu .",positive,,,
dễ trong việc tiếp xúc với thực tế sau này .,positive,,,
giảng hay .,positive,,,
"cô giảng bài dễ hiểu , vui tính , hòa đồng với sinh viên .",positive,,,
"thầy wzjwz273 lớn tuổi , nói nhỏ , không sử dụng slide trình chiếu .",negative,,,
giảng bài cực kỳ chán và không nhiệt tình .,negative,,,
"giảng viên tận tâm , nhiệt tình , có nội dung bài giảng tốt .",positive,,,
"giáo viên nhiệt tình , đổi mới phương pháp dạy .",positive,,,
cô dạy rất tận tình chu đáo .,positive,,,
"lần sau thầy cho làm thêm đồ án thực hành cho vui , để biết môn này ứng dụng thực tế thế nào .",negative,,,
lên lớp cô không giảng gì cả chỉ để học sinh tự ngồi code .,negative,,,
"thầy nhiệt tình vui vẻ , thương sinh viên .",positive,,,
có giới thiệu về những công cụ hay .,positive,,,
"giáo viên dạy có tâm huyết , nhiệt tình với sinh viên .",positive,,,
"bài giảng hay , gần gũi với sinh viên .",positive,,,
"giảng viên vui vẻ , nhiệt tình , thân thiện với sinh viên .",positive,,,
sự giảng dạy của giảng viên là rất gần với thực tế .,positive,,,
"thầy nhiệt tình , thân thiện với học sinh .",positive,,,
tận tâm muốn làm việc tốt nhất cho sinh viên nhưng cách giảng bài trên lớp chắc thầy nên thay đổi chút xíu để tất cả mọi người cùng yêu thương thầy !,positive,,,
cần kiến thực thực tế cụ thể .,negative,,,
"nhiệt tình , truyền đạt kiến thức đến sinh viên tốt .",positive,,,
"slide bài giảng chưa sinh động , chưa đưa được tinh thần học tập của lớp đạt hạt hiệu quả cao .",negative,,,
không dám ý kiến .,neutral,,,
tài liệu dùng cho học tập và tài liệu tham khảo đầy đủ .,positive,,,
hướng dẫn tận tình .,positive,,,
có những kiến thức dùng trong thực hành thì rất lâu sau lý thuyết mới được học .,negative,,,
"thầy rất quan tâm đến sinh viên , thầy tạo riêng một nhóm để các sinh viên trong lớp đặt câu hỏi cũng như bài tập .",positive,,,
giảng viên nên giảng chậm lại .,negative,,,
"thầy bụng bự , vui tính , hòa đồng .",positive,,,
thầy rất thoải mái với sinh viên .,positive,,,
đôi khi nói quá lời với sinh viên .,negative,,,
ic được cấp thường hư một phần .,negative,,,
"giảng kỹ , lấy ví dụ rõ ràng , tận tâm .",positive,,,
giảng viên tận tâm .,positive,,,
"mặc dù về môn này điểm em không cao cũng như không hiểu nhiều về môn này nhưng cảm nhận giáo viên rất nhiệt tình với tiết học , quan tâm đến từng sinh viên nhưng do môn này quá khó hiểu nên kết quả vẫn không như mong đợi của giảng viên .",negative,,,
"giảng viên giảng dễ hiểu , vui tính .",positive,,,
hướng dẫn rõ ràng .,positive,,,
tậm tân với sinh viên .,positive,,,
chưa sử dụng giờ lên lớp hiệu quả .,negative,,,
nên phân chia lại tỷ lệ các hình thức kiểm tra trong điểm trung bình .,negative,,,
"giảng viên nên tập trung vào giáo trình môn học hơn , nên gửi trước giáo trình để sinh viên tham khảo .",negative,,,
"giảng dạy ngắn gọn dễ hiểu , đi thẳng vào trọng tâm .",positive,,,
"thiết nghĩ đây là môn phân tích , thiết kế thuật toán , các bài toán ngoài thực tế không dễ dàng như vậy và quy hoạch động là một kỹ thuật có thể xử lý được một số bài kiểu này .",negative,,,
"rất hài lòng , hy vọng thầy sẽ mở mang thêm nhiều kiến thức nữa cho sinh viên .",positive,,,
"giảng viên nên code trực tiếp trên máy cho sinh viên xem và sửa , hạn chế code viết trên giấy .",negative,,,
tuyệt vời là tính từ để mô tả môn học này .,positive,,,
"giảng viên dạy sát chương trình , truyền đạt được kiến thức cho sinh viên .",positive,,,
"đồng thời thiết bị ở phòng thực hành hay hỏng hóc , gây gián đoạn và ảnh hưởng tới kết quả và thời gian làm thực hành .",negative,,,
cô dạy hay nhưng phòng máy nhiều hôm thiếu máy .,negative,,,
có nhiều hoạt động thực tiễn phù hợp với thực tế .,positive,,,
cô rất hiền colonsmile .,positive,,,
liên hệ thực tiễn tương đối tốt .,positive,,,
"môn học rất trừu tượng , nên giảng viên cần có những phương pháp để giảng dạy hiệu quả hơn .",negative,,,
"có nhiều bài tập hay , rèn luyện kỹ năng tốt .",positive,,,
rất hài lòng ạ .,positive,,,
thầy có cho bài tập nhưng lại không kiểm tra bài tập nên không ai làm .,negative,,,
"giảng viên tận tâm , nhiệt tình , theo sát tình hình kiến thức sinh viên .",positive,,,
lại vui tính .,positive,,,
cô dạy nên có ví dụ và bài tập hướng dẫn chi tiết cụ thể hơn !,negative,,,
giảng viên giảng kỹ và dễ hiểu !,positive,,,
thầy rất nhiệt tình và gẫn gũi với sinh viên .,positive,,,
chưa đảm bảo việc giảng dạy theo đề cương và chương trình môn học .,negative,,,
thêm các buổi làm và sửa bài tập .,negative,,,
"nộp báo cáo sau khi thực hành , đăng lịch học lên moodle .",neutral,,,
thầy rất năng động .,positive,,,
bình thường .,neutral,,,
thầy giảng siêu hay .,positive,,,
"giảng viên đã lớp tuổi , kiến thức không còn phù hợp với thực tế , cách giảng dạy nhàm chán làm sinh viên không thể tiếp thu nổi .",negative,,,
"giảng sát với bài học , không cho bài quá nhiều , lan man .",positive,,,
sinh viên nào chê thầy thì em nghĩ sinh viên đó nên xem lại cách học của sinh viên đó .,positive,,,
cô nên cho bài tập trên wecode để rèn luyện và củng cố kiến thức cho sinh viên .,negative,,,
cô rất hiền .,neutral,,,
giảng viên dạy còn khó hiểu .,positive,,,
"giảng viên có kiến thức chuyên môn cao , khả năng truyền đạt tốt .",positive,,,
chưa giải quyết thắc mắc của sinh viên thỏa đáng .,negative,,,
có nhiều bài tập và ví dụ hay .,positive,,,
"sinh viên không hiểu hỏi cô , cô đều giải quyết thắc mắc .",positive,,,
em không hài lòng về cách nhận xét của giảng viên .,negative,,,
"thầy dạy tốt , nhiệt tình và quan tâm sinh viên .",positive,,,
nên tập trung vào kỹ năng nghe và nói nhiều hơn .,negative,,,
"giảng viên nên tương tác với lớp nhiều hơn , nên cho thêm bài tập về nhà và bắt buộc nộp bài .",negative,,,
thầy chia sẻ cho chúng em những kiến thức bổ ích .,positive,,,
"thầy tận tâm , hỗ trợ tận tình cho các bạn sinh viên .",positive,,,
"thầy vui tính , dạy dễ hiểu , lấy ví dụ thực tiễn .",positive,,,
giáo viên dạy tốt nên phát huy ngoài ra không cần cải tiến thêm đều gì .,positive,,,
chưa tạo được sự thu hút .,negative,,,
slide bài giảng tiếng anh giúp tụi em nâng cao khả năng học tiếng anh .,positive,,,
em không có gì thắc mắc .,neutral,,,
"dạy buồn ngủ , quá thụ động , không lắng nghe học viên .",negative,,,
mail hỏi thầy thì thầy cũng chẳng bao giờ giải đáp thắc mắc .,negative,,,
giảng viên luôn cập nhập bài giảng và bài tập trên website môn học .,positive,,,
đôi khi nên tổ chức các trò chơi để sinh viên giảm căng thẳng .,negative,,,
"ngoài ra , giảng viên tốt về các mặt còn lại .",positive,,,
mời giáo viên bản xứ tham gia giảng dạy để sinh viên có thêm cơ hội phát triển các kỹ năng cơ bản trong anh văn .,negative,,,
"thưa , tài liệu mà thầy cung cấp thực sự nhiều hơn cả giáo viên chịu trách nhiệm lý thuyết của môn .",positive,,,
lặp lại quá nhiều kiến thức cũ .,negative,,,
khả năng truyền tốt không gây hứng thú cho sinh viên .,negative,,,
chúc cô giữ mãi nhiệt huyết giảng dạy này để truyền cảm hứng đến nhiều học sinh ngán đến trường như em .,positive,,,
nói tóm lại là giảng viên dạy không hay .,negative,,,
nhiệt tình vui tính .,positive,,,
"cô dễ thương , hiền , tận tâm .",positive,,,
"giảng dạy tận tình , sát thực tiễn , và nhiệt tình giúp đỡ sinh viên .",positive,,,
"sử dụng thời gian chưa được hợp lý ( tốn quá nhiều thời gian chờ , nhất là khi báo cáo giữa kỳ và cuối kỳ ) dẫn đến việc các nhóm báo cáo cuối bị rút ngắn thời gian và thay đổi cách thức báo cáo ( không công bằng trong cách thức làm việc giữa các nhóm với nhau doubledot nhóm được thuyết trình , có nhóm thì không ) .",negative,,,
nhiều bạn chỉ copy code trên mạng nhưng điểm lại cao hơn những bạn thực sự làm .,negative,,,
nên có phần thực hành trên thiết bị để dễ hiểu hơn .,negative,,,
"cho bài tập thương xuyên , đều đặn .",positive,,,
"nhiệt tình , vui tính , thảo luận nhiều .",positive,,,
giáo viên luôn tạo động lực cho sinh viên học .,positive,,,
"đơn giản hóa kiến thức , giúp học sinh tiếp cận một cách trực quan môn học .",negative,,,
lịch học bù cần ghi rõ ngày nào trên course .,negative,,,
"tăng thời lượng môn học , nên có thêm những hoạt động ngoại khóa có liên quan đến môn anh văn để sinh viên được trau dồi thêm .",negative,,,
thầy khá vui vẻ và nhiệt tình .,positive,,,
"giảng dạy theo phương pháp mới , thú vị , dễ hiểu .",positive,,,
"giảng viên truyền đạt tốt , em không có ý kiến gì thêm .",positive,,,
giảng giải rất kỹ .,positive,,,
"có thể là về cách dạy , và chương trình học cũng không mấy phù hợp .",negative,,,
"phương pháp giảng dạy chưa hiệu quả , nhất quán , có ít tài liệu tham khảo thêm bên ngoài .",negative,,,
em không có điều không hài lòng về giảng viên .,neutral,,,
"giảng viên vui tính , slide sinh động , có nhiều liên hệ thực tế .",positive,,,
"slide cần cụ thể , rõ ràng , dễ hiểu hơn .",negative,,,
thầy dành nhiều thời gian để làm bài tập .,positive,,,
em xin lỗi nhưng đó là sự thật .,negative,,,
"thầy còn khó tính và để học sinh tự tìm hiểu hơi nhiều , nhiều chỗ thầy dạy hơi khó hiểu .",negative,,,
cô dạy đôi khi hơi khó hiểu .,negative,,,
khiến sinh viên bị thụ động .,negative,,,
cô dạy rất nhiệt tình và giảng bài thực hành dễ hiểu .,positive,,,
sự nhiệt huyết .,positive,,,
cô dạy tốt nhưng bọn em cảm thấy chán .,negative,,,
thầy cho bài thực hành rất xác thực tế .,positive,,,
"nhiệt tình , cho nhiều bài tập .",positive,,,
mong thầy cho thêm bài tập lên trang course .,negative,,,
thầy đến lớp đúng giờ ( trước giờ nữa ) .,positive,,,
"nhiệt tình , tận tâm , đúng giờ .",positive,,,
"không nên thi lý thuyết "" giấy "" cuối kỳ .",negative,,,
"tâm huyết với công tác giảng dạy , việc truyền đạt ý tưởng cũng như kiến thức đến sinh viên có sáng tạo .",positive,,,
"rất nhiều sinh viên không biết "" thực hành này để làm gì "" khi chỉ lên lớp , chạy chương trình có sẵn , chụp ảnh từng bước và dán vào báo cáo mà không biết chương trình chạy đúng hay sai , làm sao để sửa , có những hàm hỗ trợ nào .",negative,,,
em nghĩ là sau khi hướng dẫn cú pháp trong tiết thực hành thì cô nên có ví dụ cho những trường hợp đặc biệt trong bài tập trong cuối tiết .,negative,,,
thầy rất vui vẻ và nghiêm khắc .,positive,,,
"thầy chỉ hướng dẫn , còn lại để sinh viên tìm hiểu nên kiến thức khắc sâu .",positive,,,
"phòng máy quá nóng , nhỏ , trang thiết bị ít , máy rất cũ , hư nhiều .",negative,,,
mở rộng thêm các kiến thức bên ngoài .,positive,,,
"giảng viên dạy đầy đủ kiến thức , cung cấp cho sinh viên những kỹ năng và tài liệu bên ngoài phong phú .",positive,,,
giảng bài nhanh .,negative,,,
nắm được các kiến thức quan trọng .,positive,,,
mong nhà trường có thể trang bị thêm phòng máy tốt hơn để khi chạy chương trình có thể chạy nhanh hơn .,negative,,,
cô dạy tận tâm .,positive,,,
thầy quá đẹp trai .,positive,,,
lên lớp đầy đủ và đúng giờ .,positive,,,
giảng thu hút được học sinh .,positive,,,
"tiết học rất vui nhộn , tăng thêm tinh thần đi học cho sinh viên .",positive,,,
"cần cải thiện chất lượng phòng học , máy chiếu .",negative,,,
"thầy nhiệt tình , tâm huyết .",positive,,,
giảng dạy đầy đủ kiến thức .,positive,,,
thái độ .,neutral,,,
"cần bổ sung thêm các game vào môn học , học anh văn mà không có game thì nói thật ra là rất dễ chán và buồn ngủ .",negative,,,
thường xuyên giúp đỡ cho sinh viên hiểu bài .,positive,,,
có sự tương tác hỗ trợ tốt trong quá trình học .,positive,,,
lý thuyết hơi nhiều .,negative,,,
em nghĩ kiểm tra đánh giá môn này bằng hình thức làm đồ án báo cáo sẽ hợp lý hơn là thi trên giấy .,negative,,,
"giảng viên nhiệt tình , có kết hợp với doanh nghiệp để seminar về kỹ năng giao tiếp .",positive,,,
thực hành không nên điểm danh lấy điểm .,negative,,,
không thích thầy .,negative,,,
hơi khó hiểu nếu không học trước ở nhà .,negative,,,
kiến thức đầy đủ .,positive,,,
"giảng viên có nhiều ví dụ , bài tập minh họa cho bài học .",positive,,,
"thầy dạy rất dễ hiểu và cởi mở với sinh viên , hướng dẫn tận tình .",positive,,,
"thầy nhiệt tình , vui tính , truyền đạt hay .",positive,,,
"nếu có thể tổ chức mỗi tuần một vài tiếng cho việc hỏi và trả lời các thắc mắc hướng dẫn thì tốt hơn, có thể tổ chức trên mạng như các chat room .",negative,,,
"thày dạy nhiệt tình , dễ tiếp thu .",positive,,,
kiến thức truyền đạt của giảng viên .,neutral,,,
đề kiểm tra không đầy đủ .,negative,,,
cần bài tập nhiều hơn .,negative,,,
cô dạy hơi khó hiểu .,negative,,,
thầy dạy cả bài học lẫn cách học sao cho hiệu quả .,positive,,,
deadline không cho nộp quá hạn .,negative,,,
giảng viên không nói ra điểm khác biệt khi làm lab trên hai hệ điều hành này .,negative,,,
chấm bài thi .,neutral,,,
"dạy tốt , nhiệt tình .",positive,,,
giảng không hiểu bài .,negative,,,
không có gì cả .,neutral,,,
có những buổi thực hành giảng viên không có mặt .,negative,,,
"giảng viên giảng bài khá nhanh , sinh viên khó có khả năng theo kịp dù chú ý quan sát và lắng nghe giảng , chữ viết hơi khó nhìn .",negative,,,
"truyền đạt quá nhanh , em chưa nắm kịp lắm .",negative,,,
cần có chứng chỉ tương đương bằng quốc tế sau khi ra trường để khỏi phải học bên ngoài .,negative,,,
ôn tập thi mà không liên quan đến đề thi .,negative,,,
chưa có một tiết thực hành nào .,negative,,,
"thầy dạy hay , dễ hiểu , kiến thức chuẩn để làm bài .",positive,,,
nghỉ nhiều nhưng bù ít .,negative,,,
mong thầy giảng bài và trả lời câu hỏi đúng trọng tâm và mong muốn của sinh viên .,negative,,,
không hiểu bài thật tốt .,negative,,,
cô dạy rất vui vẻ .,positive,,,
"nhiệt tình , tận tâm .",positive,,,
"nội dung giảng dạy nửa đầu học kỳ khá mơ hồ như "" làm thế nào để thành công "" , "" thói quen người thành công "" hay là bàn về tương lai vdotv .",negative,,,
cô dễ thương tận tình với sinh viên .,positive,,,
cho bài tập nhiều hơn nữa .,negative,,,
cô giảng chậm và rất tận tình với sinh viên .,positive,,,
chỉ nên lấy điểm thi và điểm nộp bài .,negative,,,
nên đổi mới tài liệu .,negative,,,
"không khí lớp học vui vẻ , thoải mái .",positive,,,
cần có tài liệu bài giảng tự học nhiều hơn .,negative,,,
giảng bài chưa thật sự dễ hiểu .,negative,,,
"dạy kỹ , sát với đề thi .",positive,,,
"thưa , điều em hài lòng nhất về hoạt động giảng dạy của cô wzjwz326 là cô rất chuyên tâm và quan tâm tới học sinh và chất lượng buổi học .",positive,,,
cô rất tâm huyết và nhiệt thành .,positive,,,
giáo viên tổ chức hoạt động theo nhóm .,negative,,,
"giảng viên giảng dạy rất dễ hiểu , bám sát nội dung môn học .",positive,,,
thầy khó quá .,negative,,,
thầy wzjwz279 nhiệt tình chia sẻ kinh nghiệm kiến thức thực tế thay cho giáo trình môn học nghèo nàn và không cần thiết .,positive,,,
tạo cơ hội cho sinh viên và giúp đỡ sinh viên nhiệt tình trên website môn học .,positive,,,
bài tập ổn .,neutral,,,
áp dụng vừa dạy vừa có ví dụ code trực tiếp .,positive,,,
tương tác tốt với tất cả sinh viên trong giờ học .,positive,,,
mong phòng đào tạo trong tương lai sắp xếp cho thầy wzjwz128 dạy lớp em bất cứ môn nào thầy có thể .,negative,,,
lịch thực hành trùng với lịch học lý thuyết các môn học khác .,negative,,,
cô dạy chi tiết và rễ hiểu .,positive,,,
"một số nội dung không rõ , không có nhiều ví dụ cụ thể .",negative,,,
luôn cho bài tập cực nhiều .,positive,,,
cô giảng tận tình .,positive,,,
"còn kiểm tra thì nên thuyết trình hoặc làm đề tài là hay nhất , đừng làm mấy bài kiểm tra làm chi , vừa chẳng khẳng định được người đó có kỹ năng chưa , chỉ chạy theo chỉ tiêu và nhồi sọ .",negative,,,
thông tin đầy đủ về môn học cho sinh viên khi sinh viên đăng ký môn học .,neutral,,,
đảm bảo đúng thời gian lên lớp .,positive,,,
"giáo viên nhiệt tình , giảng bài dễ hiểu .",positive,,,
"giảng viên đưa ra những ví dụ cụ thể , hay gặp lỗi nhất trong phần giảng dạy .",positive,,,
"chia sẻ nhiều chuyện xung quanh môn học , mang lại tiếng cười cho sinh viên .",positive,,,
"cô rất tận tình với sinh viên , hỗ trợ rất tốt cho các bạn , các tài liệu của cô rất thực tế , làm mẫu để các bạn học hỏi .",positive,,,
"đề thi còn khó đối với sinh viên , đó chưa phải mức trung bình mà học sinh học lực trung bình làm được .",negative,,,
thầy dạy rất dễ hiểu và tận tâm .,positive,,,
mỗi khi lấy micro lại phải lấy thêm cả loa .,neutral,,,
"thầy giảng bài cực kỳ thu hút , dễ hiểu , không gây buồn ngủ , nhàm chán .",positive,,,
"lớp rất đông sinh viên , ngồi xa sẽ không thấy rõ slide thầy chiếu trên bảng vì chữ nhỏ và mờ tại phòng wzjwz166 gây khó tiếp thu bài học .",negative,,,
giảng dạy hơi khó hiểu .,negative,,,
giảng dạy rất tận tình .,positive,,,
"dạy qua loa , không chú ý đến sinh viên .",negative,,,
nhưng khi thi cuối kỳ thì kiến thức quá khó .,negative,,,
giảng bài nhiệt tình .,positive,,,
"giảng dạy rất nhiệt tình , tạo cho sinh viên có tính chủ động , rèn luyện kỹ năng làm việc nhóm .",positive,,,
còn ít giao tiếp với học sinh về chuyên môn .,negative,,,
"phải nói một câu là doubledot "" sao thầy thắc mắc nhiều vậy thầy ? "" , mới đầu em cũng hơi sợ dot em còn chưa hiểu cái môn học gì .",negative,,,
