,sentiment,content
21628,happiness,Happy Star Wars Day  May the fourth be with you!
21632,happiness,"Hehe, @stereogum in @brooklynvegan sta se malce preve? vï¿½ivela v v?erajï¿½nji Dark was the night koncert  No, ob takem lineupu..."
21637,happiness,@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely
21638,happiness,@bellothika  The flowers grow!!
21640,happiness,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!"
21648,happiness,Happy Star Wars Day! .... May the 4th Be with You!
21651,happiness,Going to have dinner. bbs
21655,happiness,@tommcfly i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!
21658,happiness,@Wildchickendew muhahaha you've joined the tweet cult... lol heya  btw twitterific is a good iphone app i use
21660,happiness,is eating chocolate ready break
21662,happiness,@mkasper22 Thank you
21663,happiness,@PhilLHerold Thank you
21665,happiness,"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, &amp; hanging where Jurassic Park was filmed!"
21670,happiness,"@ElvisHsiao  The website I'm developing - http://woo.sh lets you also share Videos, documents, maps and events - Later music too"
21673,happiness,@RobKardashian Hey fellow Trojan..congrats on graduation.
21674,happiness,@simonrim off to the cheese counter I go! Thanks
21675,happiness,"@coconutfriend i should have shouldnt i, im happy you enjoyed it cos im thoughtful like that you see, and YAYA i hav 20 followers  woop"
21676,happiness,wheelchair fitting today for mall buzzing &amp; Home Depot. &quot;Homebound&quot; just got REAL old  Goal: taxi yellow or electric RED!
21681,happiness,Java Concurrency in Practice is probably the best Java book I've ever bought. There's a recipe in there for interrupting blocking IO ops
21685,happiness,@uyaerdna thanks
21687,happiness,"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work"
21688,happiness,@LineHara Youuuu're an aaass  my aaass loooool
21693,sadness,Can't sleep but is happy that the Fugees are keeping him company
21697,happiness,@chocolatesuze yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies
21700,happiness,@mariaandros guns and roses baby! yay!  was hopin you would blip.fm it
21705,happiness,bali!! can wait for it
21706,happiness,eating my tito's home made ice cream  yum!
21710,happiness,"@RobTSmith Good morning to you as well Rob, have a great day"
21711,happiness,"humm.... I adore Mark #hoppusday ,so I'm just going to throw it out there #hoppusday....... have a nice #hoppusday people!!"
21713,happiness,@MXYZ_ I don't see how there could possibly be another choice.
21716,happiness,@BreakfastNews ETS (Endoscopic thoracic sympathectomy) is an invaluable surgical procedure
21718,sadness,my mummy is cooking dinner just for me because I missed out when everybody else ate. I feel &lt;3'd
21729,happiness,wants to welcome @melizadeleon: back to Plurk again!  http://plurk.com/p/rp5po
21740,happiness,Packing gym bag. Off to the gym in a bit. Squee! I'm my happiest whem I'm on the go.
21746,happiness,@charley_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones
21748,happiness,@rowsell will be following you tomorrow!!  sleep well
21749,happiness,awesome lucky you
21750,happiness,Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it
21752,happiness,"@pureelite Thankss  Someone sent me another text this morning saying happy birthday, was from that number I told you about last night LOL"
21756,happiness,@cheergod2002 yeah I can tell ha ha.
21757,happiness,Home Sweet home &lt;3  Going to see Hannah Montana The Movie AGAIN today &lt;3 DDD
21762,happiness,"@Appledoe Mmmm, I had honey mustard chicken w/ rice &amp; veges"
21766,happiness,"@Jasonalbi Oh yea, my pain went down a little bit from laughing so hard which was good and nice for once."
21775,happiness,"Monday blues? Not today, not for me."
21778,happiness,@texasjackflash thnx 4 the follow
21779,happiness,"@4_idiots hahaha! I don't work in a strip club you know  alrighty mister, have YOU done any public may dancing today?"
21780,sadness,@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg
21781,happiness,Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some &quot;Retail Therapy&quot;
21782,happiness,@RealLadyGaga hey.just putting it out there.. you should come to townsville next year..elton john came in '06 n loved it. it was great!!!
21785,happiness,learning to play sweet child of mine on guitar.  yays.
21793,happiness,@WKJThD You are very much welcome
21794,happiness,@tracey1972 Morning babe!  I plan on overdoing it today! lol Hope you do rest &amp; put your feet up! xxxx
21796,happiness,"lol simpsons S20E19: &quot;first day at your new school, so lisa: have fun!   and bart:  DON'T!&quot;"
21804,sadness,@mobileech Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!
21805,happiness,http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny
21806,sadness,"@denvy Oh whoops, my bad"
21810,happiness,@khriskhaos aww preciate the loves hunnie
21813,happiness,Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!
21822,happiness,now we are also on twitter  follow us to know the latest!
21825,happiness,@tom_howarth hehehehe I will keep silent now
21828,sadness,"When life, as you know it, doesn't exist anymore."
21835,happiness,Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765
21845,happiness,@onlyhis2109 i can't wait to see!
21852,happiness,Talking to my best mate and my boyfriend on msn
21861,happiness,"@xranarawr haha i told you, it's not important"
21867,happiness,@dduane *waves back* Have a good day
21868,happiness,i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!
21872,happiness,@cottonandcloud Moooorning! Fancy a coffee?
21880,happiness,@rosehwang Good Evening Rose ....
21883,happiness,"it's @andreamichellef's birthday today, wish her a good one assholes! Sleepytime"
21888,happiness,"@MrFloydNL  thankyou very much, you rock!"
21895,happiness,Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!
21902,happiness,"@besz Well, good luck then."
21909,happiness,"@fanboy_uk Yeah, but it's Myst!"
21910,happiness,@Cadistra Ah brilliant! Thanks a bunch
21912,sadness,@lynnftw I know exactly what you are saying.. its so not cool... that is why tapes were better  :p
21913,happiness,@MicaR yup it gets better again after S4
21914,happiness,"to @WebAnime and @tbaggins1, thanks for following me."
21920,happiness,@peternomad Thanks! I know.
21922,happiness,@LEGmin http://twitpic.com/4jaz5 - Cool... luv it
21928,happiness,"@audreythebaby gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!"
21930,happiness,I am now eating one of those big subway cookies with a glass of warm milk. YUM
21940,happiness,Has had a really good bank hoilday
21944,happiness,"@Broooooke_ kk's  have fun eating lol, remember shaun loves you haha"
21946,happiness,watching JONAS for nick's beautiful voice to put me to sleep
21948,happiness,@Brokenromantic haha malamang as one of my chef.
21955,happiness,@TferThomas Thank you!
21956,sadness,@Gjerninger Are you sure you want to know?  It's http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!
21963,happiness,@clumsy_steph yeah school sucks totally. yea you can be so grateful that you got a better place  man i cant tell you how excited i am hul
21966,happiness,just got Home from school!  it was fun ) oh btw its a music school.
21970,happiness,@kayles yessss it does! YAY! told you it was awesome
21975,happiness,@LiesX xD send it!
21976,happiness,@juicebox07 i know how annoying that can be!  but theres a german saying'pleasant anticipation is the greatest pleasure'(own translation)
21980,happiness,@ChrisKalydo Happy STAR WARS Day
21982,happiness,relaxing fragrances are SOO IN! my latest loves are still lavender &amp; chamomile--the basic ones  trying to find more flower scents..
21987,happiness,all time low mean so fucking much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing
21995,happiness,"Weather is lovely, I'm headed home via supermarket. Planning to spend some quality time knitting tonight."
21997,happiness,Good morning friends. Happy May Bank Holiday.
22002,sadness,@emulley I missed you today...I know you must feel very tired. I will give you a massage tonight
22004,sadness,"@frogworth hey, have a great gig! We'll have to do exchange of tracks via ze emayal  I'm all lost in loops right now and still writing xx"
22005,happiness,Happy #juddday everyone!
22007,happiness,I've got great expectations of tomorrow  It's gonna be awesome!! ? http://blip.fm/~5jf53
22012,happiness,playing with @elgg on a cool new website... hopefully ready very soon
22018,happiness,@susieblackmon I know what appeals to you with knitting! Believe me I KNOW!
22020,happiness,"@cindeelean I wake up at 4:30 during the week - and funny, Deathcab makes me think of you!  (&amp; I use your calendar to track work hours)"
22021,happiness,@kenlee86 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!
22024,happiness,@nienerenee hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!
22027,happiness,"@joolzgirl oh no! u must get 1!!!lol mum still isnt convinced, and we have 3"
22034,happiness,@leeprovoost Thanks for the tip! It's our Company laptops so was aiming for another solution actually....
22036,happiness,Ha ha 1 point for the men
22039,happiness,@keza34 sounds like my kinda day
22040,sadness,graandma's houseee  i havee too leave now! &lt;3
22041,happiness,@rafikakikukeko of couuuurse fika  i'll pray thes best for you then.
22042,happiness,@wiseleo  i got named - and since you recco so few peeps I felt pretty honored... I gotta talk to you about blowin' up my ego like that
22047,happiness,updating my resume
22049,happiness,"@journo_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days"
22051,happiness,@hannibals Great news! we got it by the balls
22053,happiness,"everybody is awake (well not everybody, u know what i mean. ma friends) haha, and I'm having fun AIMing them"
22055,happiness,I've just about made it all the way round the park jogging. Quite pleased for my 6th outing
22061,sadness,"discovering kindred spirits on and off line, here and there."
22062,happiness,"@uhandbag I will  I enjoyed doing the peg bags, I've adapted the design for a tote bag  Bit cuter than I normally do"
22071,happiness,"@introversimonDu sounds good.  and yeah, I turn 21 tomorrow so I'll definitely be partying."
22072,happiness,@annalisaceccato hey thanks mate your cool coz you watched it...
22077,happiness,"woke up, now having breakfast and online, as every morning (except holidays and weekends), haha. then bath and school!"
22079,sadness,"@sophieveronica Ha-ha abbreviate it , so it's not so bulky"
22084,happiness,@Samiyusuf : Sir ! Everything Will Be Great InShaa'Allah
22087,happiness,@davorkapozgan CongratulationS. Great funky site! U did it waaw
22091,happiness,@HulantheHoly morning
22098,happiness,@b_luca LOL!  I'm glad to see I'm not the only one out there!!!
22099,happiness,new phones just arrived in the office. not much else is gona get done today
22110,happiness,"had a great shot yesterday, editing pics now"
22111,happiness,@JennaMadison hehehehehe.....it play time now cutie!  lol lol
22113,happiness,"@Crimsonmuse i just saw this! im freakin' starving right now! i'm thinking peanut butter fudge ice cream...&amp; now steak, of course!"
22119,happiness,well that rowing machine has paid off this week as i've lost 3lbs this week
22121,happiness,@betscrr finally a pic! cya in like 16 hrs haha
22127,sadness,its the little things that I'll always cherish about you....
22131,happiness,@TessMorris i'm not worried -it's a great job!! Quite a nice way to spend the day
22133,happiness,@rainstopper have a lok at EF too! they are jummy
22140,happiness,We just hit 10000 views on myspace! Thanks everyone!
22141,happiness,@khanserai Thank you  and hope you are having a great day
22154,happiness,@Punisher5643 You Got Twitter Yayy  xxx
22156,happiness,@FabMissK we need to be quicker if we're to keep our nerd streetcred! haha
22157,happiness,@sammythewizzy Oki! Great. All the best!
22158,happiness,is happy that tiff can't drop BIO so she can suffer with me  nyayhahahah!
22166,happiness,@taylorswift13 oh great!  hope you'll have a blast there! ;)
22167,happiness,"@amandapalmer He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin."
22173,sadness,@saikatblogger Its WoW! effect  Thanks for the update.
22176,happiness,@taylorswift13 Hey Tay!! Plz can u write hey elin to me? Im sick and if u do it I feel better!
22179,happiness,"@Sazchik I'm in Devon this weekend! Cloudy, but dry."
22187,happiness,"@septemberblues Thanks hun, it was great"
22188,sadness,"@tomatosponge hey, no we were second, kind sad, but it's ok   guitar, guitar, guitar  BBQ and good time  what about you&gt;?"
22190,happiness,@Sadie_marie better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.
22199,happiness,"Hey, Good Morning guys!!"
22209,sadness,borred what everyone doingn check out links on my profile
22211,happiness,enjoying my new car
22215,sadness,it's Blockbuster week in New Zealand - &quot;Wolverine&quot; tomorrow followed by &quot;Star Trek&quot; on Thursday!
22219,happiness,"@lopezwilfred Yeah, of course!"
22222,happiness,"@stayingyoung I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!)."
22226,happiness,"can't wait to be at home again.. let the sun shine and warm my frozen bones, please!"
22230,happiness,@work again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best
22233,happiness,@henrys_creek No worries - thank google! There's nothing you can't find on there!
22236,happiness,@nickchien @chaubella_ i am glad to break my twitter virginity with you two.
22241,sadness,"@Snowgirl1972 have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks"
22243,happiness,i reckon i could live of yogurt for a week if i had a good selection of flavors
22257,happiness,"@ItsKanye tnx following, looking forward to tweet with you.."
22259,happiness,@CardineB teehee. it was a good show anyway
22261,happiness,I'm still up! Thank you all for praying (: AHAHAHA! I'm watching Britney: For the Record until school. Today should be a good day
22263,happiness,@danslevin You're welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it
22266,happiness,@tomfelton http://twitpic.com/4jam0 - Oh it's so beautiful! I'm happy you had a great time! Heartz
22283,happiness,Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.
22286,happiness,@RubyRose1 you must love sydney more  dont leave us sydney kids  xx
22288,sadness,is sick!!!! and just chilling tonight watching Desperate Housewives
22293,happiness,http://dayna.dreamwidth.org for the daily random-ness
22295,happiness,@lifeincyan Aren't randoms what it's about?!!!  I LOVE that it's Star Wars day - I didn't realise and I can't believe it's almost over!
22297,happiness,Sitting outside with my laptop  Its kinda nice
22301,happiness,"@framianne and aww and HEEE. nicely done, your weekend guest! *approves a lot*"
22303,sadness,"@SoMuchMo aww, i miss u already! and this DEF sums up the wknd lol"
22307,happiness,@Irish1974 Its Bank Holiday here so day off
22309,happiness,"Ouvindo &quot;The Wonders - All my only dreams&quot;, a melhor banda do mundo que nunca existiu. Pra comeï¿½ar bem o dia."
22318,happiness,@MistressB Am happy to provide backup support for all murderous rampages
22322,happiness,Aww. I'm glad that I'm up at this obscenely late/early hour. Because I just found out that Forest Kline is engaged.
22325,happiness,@jords_ good morning - you're up early! Feeling enthused to design your life?  thanks to manics for that phrase
22326,happiness,"@taylorswift13 OMG! Taylors in London! Your near Scotland, please come visit Glasgow"
22328,happiness,"@vickytcobra wooo what a fight !!! goooo Vicky , i am with you"
22330,happiness,attics to eden out today !
22333,happiness,good day
22338,happiness,i'm awake while others sleep
22341,happiness,@purrsikat yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold
22349,sadness,@BigHugClub that gets around the problem I had of doing it all myself  good idea.
22353,happiness,Waking Up In Vegas is goooooooooooooooooooooooood
22362,happiness,@zsafwan You are very much welcome
22369,happiness,"@Buchautor Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!"
22370,happiness,haha wow there's a song called 'hit me on twitter' lmao. okay g'night
22374,sadness,"@vian1309 yeah real hard, but I know you'll get by with it... smile"
22376,happiness,@drchino Yay! I too had some joy in that department
22382,happiness,I be having a drink with Marc while Izzy is sleepin  woot woot!
22384,happiness,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.
22385,happiness,@kusuma06 aaa new follower! hiii
22394,happiness,@jaezors my b day is on may 13 but my party is on this sat  come you gays
22398,happiness,ready to go to Milan  see ya'll this evening..
22401,happiness,done watching Slumdog Millionaire.  Great Movie!
22404,happiness,Oooh! Apple are in the trending topics again! xD Yay apple!
22408,happiness,@datadirt hahah  okay then thanks for this short explanation ;)
22415,happiness,A very exciting week
22416,happiness,"@LittleFletcher happy #juddday, carrie"
22418,happiness,@Karen230683 good good!!
22420,happiness,@baldy_za thanks man. I can't wait
22421,happiness,"@HellenBach good stuff, cant wait for the results"
22423,sadness,@QueenieCyrus morning miss sarah cyrus ;) WHAT'S UP?  x
22426,happiness,@jocalling hope our wishes come true someday.
22432,happiness,regarde les tant attendues photographies
22444,happiness,"@sexy_pickle lol, thank you very much Hope you're having a great day!"
22445,happiness,"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple"
22447,happiness,"@Princess_DJ Xmas a week early? Hehe, at least you didn't have to do any last min shopping"
22451,happiness,"@tommcfly happy #juddday, tom"
22452,happiness,@andyclemmensen Heyy my teddy bear says i look very pretty and that Blake is to
22454,sadness,"@Naiadrisa Heh, that's happened to me before too. Hope the rest of your week goes better!"
22457,happiness,@TheCharmQuark Hello! Happy bank holiday
22458,happiness,"@utterhip Well, just catching my little piece of it - but I'm all for sharing"
22461,sadness,@bennglazier nup no cd either.. just a whole bunch of zeros and ones you can have for free
22464,happiness,Happy National Star Wars day everyone!!
22469,happiness,seriously. increasingly good nights. stoked on life! couldn't be happier  #goodnight
22470,happiness,"Oh before I forgot, Happy Star Wars Day! May the Fourth be with you!"
22474,happiness,140 pages and i'm done with eclipse!
22480,happiness,Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think
22482,happiness,@sarahconquilla Many many thanks!!!  (it's about school!) Weeeee!!!
22491,sadness,@dutchreaganite ROFLMAO! I feel inspired to go start a huge bonfire now
22497,happiness,It's teddy chucking time
22503,happiness,MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!
22504,happiness,"Guys, follow @ginoboi for the RX Twitterwar!!!! DD GO GINOOOO!!!"
22517,happiness,~ Happy Star Wars Day.every one ~  ...may the fourth be with you!
22519,sadness,the dutchess - such a sad film but still a fave...
22520,happiness,@TrudyMagnifique haha check out our site its got some good ones too
22521,sadness,"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!"
22531,sadness,day started off bad but got better
22532,sadness,"am hungry.. going to eat... catch up with you guys later &amp; 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back"
22534,happiness,Britt - had to do it she came all the way down to say 'May the fourth be with you' - our work is done
22536,happiness,giving myself a manicure + pedicure  ahhh how i've missed you nice pretty nails...
22543,happiness,@hayfa You are welcome
22546,sadness,@fudgecrumpet ok i believe you.but i have a belly button.lol
22547,happiness,back at Wingman after a great weekend
22552,sadness,"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!"
22556,happiness,@MrsSprousex mee too it's looks amazeeeeeee
22571,happiness,"@MissxMarisa we had scones this afternoon!! they were great  we're gonna make cupcakes this week, on Wednesday!"
22574,happiness,@Zobi09 The cast of True Blood was there
22575,happiness,@missjerilee welcome to twitter my friend
22577,happiness,@botse that's a very cute picture ... but you don't get fat from licking BBQs ... he must have found some chops on someone else's ...
22578,sadness,Hate this song  ? http://blip.fm/~5jg6f
22581,sadness,"Well after a glorious weekend, it's only bloody raining... Nice BH in order then!"
22591,happiness,The wedding couldn't have been more perfect
22601,happiness,@an_other Excellent analogy
22602,happiness,"@MDurbin not long till we go shopping dude, its gunna be rather fun"
22606,happiness,"@ukdavew bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had"
22611,happiness,@carlocruuuz good! you joined the dark side hahahaha we have cookies!
22612,happiness,"@omarabid Hehehe  I didn't really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in"
22617,happiness,heading to Xtra-vision to get part 2 of Season 3 - CSI Miami baby!!!
22621,happiness,"@MikeEscamilla @tonyhawk  that was flippin' sweet, dudes. thanks for sharing"
22623,sadness,@Tizzik Yeah ill make sure i keep you updated.. i get it all delivered
22630,happiness,"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep."
22636,sadness,@fudgecrumpet saw the deforestation.so not surprised of bad back but @mrsfudgecrumpet moan back at you.lol
22638,happiness,@Tizzik Thank you! I hope the same for you!
22639,happiness,Good Morning! &quot;RETURN TO WILLEN ISLAND - Spring has most definitely sprung&quot; ... http://bit.ly/EyRtT ... enjoy
22645,happiness,"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city"
22647,happiness,"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3"
22648,happiness,"oh happy day!!! nice weather, smiling, happy baby and icecream later"
22657,happiness,"@michaelmknight Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?"
22658,happiness,@david_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!
22662,happiness,"@Alleexx1995 umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party"
22669,happiness,Happy Star Wars Day  May the fourth be with you ;)
22670,happiness,1 day to my Birthday !
22671,happiness,"Got my tattoo fixed today, and it didn't hurt to much, thank god  Can't wait to get the next one. $$$."
22676,happiness,@SheridanPaige loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe
22677,happiness,"Days with cellstorms, I like it!"
22678,happiness,YAY! GO TAYLOR SWIFT!! come to australia again!!!
22681,happiness,@GinJam it was an adventure to say the least. I've been to nicer parts of Norf London but will stick with the south for today
22687,happiness,@saraesse right on!  i'm 29 myself... i turn 30 in october. i think that pretty much makes us awesome
22690,sadness,"@underdog1979 Was gonna say, probably kill ya, serve the sentence and be living on the insurance cash by now.  You are insured right LOL"
22692,happiness,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!
22703,sadness,"So, what are you all doing? I'm eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar."
22704,happiness,out for supper tonight with kurumi in 10 minutes
22711,happiness,@ComedyQueen Well.... you're not called comedyqueen for nowt - are you lol
22712,happiness,@jpallis001 John - more present than ever- even online  #edumedia09
22713,happiness,Tweetie v helpfully shrinks longer tweet. Brilliant.
22717,happiness,"Sittin at home, hellllllllsssssss yeah   Got the girrrrrl, the boysssss &amp; 2 mangy cats, this is a good time in my life.  Goodnight twitter"
22718,happiness,The new view out of my window  http://twitpic.com/4jbx2
22722,happiness,morning twit-friends! welcome to my new followers
22724,sadness,@ChloeCazRhi why thankyouu!
22726,happiness,Back in the saddle after four awesome days with @leeprovoost and the old gang  Will try and avoid a tweet flood after a long radio silence
22727,happiness,"BARA, BOOBS, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah"
22729,happiness,"@andrewbravener Happy Birthday!  What's better than getting birthday greetings from strangers? Very little, that's what! (I kid!) &lt;3"
22732,happiness,thanks steph...must keep me updated when it's ur turn
22738,happiness,@blondiepops oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don't have many pies on there
22743,happiness,"@LovestruckxO It's simple for those who know how to use it hahaa, i'm glad you're okay  x x x"
22744,happiness,@IlseDeLange An elephant? LOL Try painting it from the back
22752,happiness,@dhughesy safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one
22755,sadness,Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/
22760,happiness,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!"
22761,happiness,Lil cuz coming round today she 5  aww  haha
22762,sadness,can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !
22763,sadness,"@Beverleyknight Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, xx"
22765,happiness,@LLCOOLDAVE yeah they r. im going to their concert at the end of the month
22766,happiness,I am now following @TherealWill - One of my favourite actors!
22768,happiness,@spreadingjoy Hello there! Thankyou. I always seem to make a difference in  someone's life everyday.
22771,happiness,"Wow...VirtualPC screen does not go black anymore in Win7 RC! Also, there's no NVidia driver crashing...I'm happy I did the upgrade"
22773,sadness,"@Zobi09 Haha yes I do  it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha."
22779,happiness,Done some positive affirmation now back to the Japanese yay for bank holiday Monday
22789,happiness,"off to the land of pillows and blankets... mm, and the fan up on high... and did I mention the blankets? my favorite time ever."
22800,sadness,shower time!!!!!
22801,happiness,"@OliviaPinupArt A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success"
22802,happiness,Jammin To Capital In My Garde  xx
22804,happiness,A salute to Chapel Hill North Carolina. From SY  * ? http://blip.fm/~5jgj3
22808,happiness,@lccsweetme haha that's way cool! Good morning
22811,happiness,"I'm finally going to bed, everybody.. whatever you're doing, BE BLESSED!"
22818,happiness,Is in starbucks
22824,happiness,Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN
22830,happiness,"@Hannah_21Thanks, I'll keep working on her   @RoshiKK lol good idea!"
22831,happiness,aha @Sadie_marie my brother's wallpaper on his phone is Dolly The Sheep  aha i'm loling.
22832,happiness,kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!
22845,happiness,enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent
22846,sadness,another week starts
22848,happiness,just watched that  new T-mobile advert on Youtube.. i love it  &quot;hey jude!!!!!!&quot;
22850,happiness,"@Jason25329 yeah well a deadline is in T-9 hours, that's architecture for you, oh well... mmm that coffee sounds like a good idea"
22858,happiness,@Dannyvan I googled &quot;engagement rings&quot; &amp; this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4
22860,happiness,exams. thennn some sexy time.
22864,happiness,@paceyy Yeah I know  Things would be so much easier that way. I'm bored the boys are playing tekenen (I can't spell it)
22866,happiness,Happy Star Wars day! May the 4th be with you!
22868,happiness,@deanomarr Italy or greece for me  Love Italian men hehe ;)
22873,sadness,This weekend went by way too fast!  On my way to work with David Archuleta in tow.
22877,happiness,I just got home.  i bought twiggies and a toothbrush that promises to make my teeth 60% cleaner. - http://tweet.sg
22883,happiness,@gozinepetter love the song and liked the movie
22889,happiness,@TReiz I do. But still... twitter.com/monicafrancesca to see Gino in drag!!! @monicafrancesca and @ginoboi. this IS fun!
22894,happiness,@megfrancesca really was the best night ever
22899,happiness,@dannywood Good Morning! Hope that you enjoy your run &amp; gym workout this morning. Can't wait to hear some of your new songs.   &lt;3Pennie
22901,happiness,@bobbiehouston haha that photo is too funny! I hope he wasn't disturbed by passengers too much during the flight
22902,happiness,Joining twitter! Just added a random person
22903,happiness,Happy Star Wars day
22908,happiness,"Hurray! &quot;Summer-time&quot; starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!"
22911,happiness,@aquapunk @_Mintyfresh Thanks very much!!
22913,happiness,watched 17 again. sooo good!
22914,happiness,a sunny day brights up the day!
22925,happiness,ive spent a lazy day today finding some interesting people to follow  its reinforced the saying... it takes all sorts of people ...
22929,happiness,In London! Off to do the tourist thing!
22933,happiness,I just eat a reallyyy good ice cream!
22938,sadness,Mentally exhausted.  A cuppa right now with almond biscotti would be really nice.
22939,happiness,"@phoebealice_x when my brother is 18, i will have moved!"
22941,sadness,"Going to group therapy session, can't wait to spill my guts... Ha ha ha"
22950,sadness,@abeen good question. Nepal PM declaring to resign and actually resigning is two very different things .
22953,sadness,@bwhips Good to know I'm not alone in my confusion
22958,happiness,Okayyy  you can read it to me cause then I'll feel special haha.
22964,sadness,"@se7en.up cï¿½m on anh  ko the chiu no~i noi nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;"
22970,happiness,@miafreedman you looked gorgeous last night! hope you had a HEAP of fun.
22974,happiness,wow my weekend was pretty fucking epic  grr school tmrw ;'(
22979,happiness,@Doc_the_BigMan hey! Ive never caught enyone on live before!
22985,happiness,From ME and no one else! Muhahahaaaa! Well maybe Jesse
22986,happiness,"@cetras lol, anyway ni shi wai guo ren"
22988,happiness,"@bertgoethals Cool, I used to live 5 houses to the left of that place  Always something going on :p"
22995,sadness,@nptnmkiii so many rules - you expect people to be human and have a pic.  pfft.    good morning.  welcome to another Monday.
23004,happiness,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!"
23005,sadness,@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family
23006,happiness,"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today."
23007,happiness,"@missdaisymusic is ben! got yourself a twitter, good work"
