comment,label,rate,Unnamed: 3
"Chất lượng sản phẩm tuyệt vời, sp đúng mô tả.",positive,5,
Đầm đẹp lắm.,positive,4,
❤️giao hàng nhanh.,positive,4,
Chất lượng sản phẩm rất kém Rất không đáng tiền Rất không đáng tiền.,negative,1,
"Áo giống hình, vải đẹp.",positive,4,
Giá cũng rẻ nên kb chất lượng ntn.,positive,4,
Sai mẫu áo mỏng nhắn tin đổi trả k trả lời.,negative,1,
Shoppee làm ơn cho mức đánh giá 5000* cho shop này đi ạ.,positive,5,
Hàng đẹp lắm lun.,positive,5,
Chất đẹp.,positive,4,
Da mua 3 chiec quan cua shop roi.,positive,4,
Thanks shop nhìu.,positive,5,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền áo dày dặn chất đẹp.,positive,5,
"Đang đeo và cảm thấy khá hài lòng , minh hien da tháo thanh nối và cài đến nấc thứ 2, chủ shop tư vấn nhiệt tình các bạn nên muap.",positive,4,
chúc shop ngày càng đông khách.,positive,5,
Ảnh mẫu mầu tươi hơn.,negative,2,
Shop phục vụ rất kém.,negative,1,
Áo to lắm ai nghen cn trai m7 mặc vs vừa sz m huhu về đem sửa mệt muốn chết quần còn có túi dằng sau nữa chứ nhưng mà vải đẹp ns chung kh mỏng đâu nheg sơ mi sờ cực đã cả quần nữa.,negative,1,
"Vải được, form đẹp, đáng tiền.",positive,5,
Hơi chật chút vs m Chất lượng sản phẩm tốt.,neutral,3,
Áo mỏng nhưng mặc lên dáng khá đẹp.,positive,4,
Lần sau sẽ đặt size M.,positive,4,
"Chất tạm ổn, chỉ may lệch không chuyên chú vào chuyên môn.",neutral,3,
Áo đẹp nhưng hơi ngắn và nhỏ hơn cái sọc đen trắng.,negative,2,
Nghe mọi số bạn review nói là khô môi.,negative,2,
Giá và chất lượng phù hợp nhưng giao k đúng size.,negative,2,
Rộng thùng thình.,negative,1,
Hài lòng về chất lượng và phục vụ.,positive,4,
"Shop phục vụ rất tốt, áo rất đẹp.",positive,5,
"Áo len đơn giản mà đẹp lắm, chất len sờ mịn và mướt lắm nha.",positive,5,
"Chất lượng vừa với giá tiền, đúng size.",positive,4,
Trả lại thì bảo là 39k là giá sỉ xong ko cho trả hàng.,negative,1,
Shop gửi nhầm size chiếc áo của mẹ.,negative,1,
"Mình cao 1m60 nặng 50kg , có điều đùi vs bắp chân hơi to nên lấy XL , khi mặc nhìn rất đẹp lên form chuẩn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.",positive,5,
Mình sẽ mua nữa vào tháng tới.,positive,5,
Nice color.,positive,5,
"Shop nhiệt tình dễ thương, quần đẹp vừa vặn, mua dịp săn deal sale còn đc tặng thêm quà nhỏ nhỏ xinh xinh :x.",positive,5,
Nên mua nha mn.,positive,4,
Vải áo mỏng quá.,neutral,3,
Nhưng thời gian giao hàng chậm.,negative,2,
Áo thấy ghớm ❤.,negative,1,
Chất da trên nắp của 2 túi có khác nhau nhưng tổng thể ổn.,neutral,3,
Chưa bao giờ thấy cái áo nào giá trị như cái áo này ❤❤❤ sẽ ủng hộ shop dài dài ạ.,positive,5,
Chất ok so với sản phẩm.,neutral,3,
Áo đẹp chuẩn hình form rộng mặc thoải mái.,positive,5,
"Shop đăng 1 kiểu mà bán 1 kiểu, khi tôi phản ánh lại với shop thì chối trách nhiệm.",negative,1,
mê ngay lần đầu nhận hàng 😘😘.,positive,5,
Mẫu mã y hình.,positive,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được.,positive,4,
"Áo giống hình, vái áo bên ngoài đẹp, mịn, sờ êm tay, màu đen tuyền, lì nhám, ko bóng; vải bên trong là vải dù thông thường.",positive,4,
"Nhìn như rẻ lau cái trắng thì form bé xíu, 2 cái còn lại thì mn thấy r đó như 1 mớ rẻ lay Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém.",negative,1,
oke lắm 👌.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,4,
"Túi đẹp, vải cực mịn luôn!",positive,5,
Áo chất cứng.,negative,2,
"Với giá cả thì sp ok.Mẫu mã đẹp,mặc rất thích.",positive,4,
"Thấy khá nhẹ người, chờ thêm nửa tháng nữa đánh giá lại.",positive,4,
Hình in đẹp.,positive,5,
Mình mặc vừa luôn.,positive,4,
"Size s mà rộng quá, vải xấu.",negative,1,
Sẽ mua ủng hộ nếu có dịp ❤️.,positive,5,
Lừa đảo ng mua.,negative,1,
"Size 34 nhưng mặc chật, ko co dãn nhiều.",neutral,3,
Em m 62 mặc size m hơi ngắn tí nhưng chất lượng tốt giao hàng rất nhanh ủng hộ shop tiếp.,neutral,3,
Áo ko cut top mà cứ như Áo tay dài bth.,negative,2,
Bo sim vào sài như quốc tế.,positive,5,
Tốc độ nhanh.,positive,4,
"áo đẹp , như ảnh 5 sao cho shop.",positive,5,
Mùi hơi nặng nhưng sp đẹp.,neutral,3,
Chất lượng Ok nhé.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Sẽ tiếp tục ủng hộ shop.,positive,4,
Shop phục vụ rất nhiệt tình và cũng rất tận tâm <3.,positive,5,
San pham ok .rat haj long .,positive,4,
Thái độ tốt.,positive,4,
Hay quá shop oi.,positive,4,
Chất lượng cũng ổn.,positive,4,
Nhưng nhìn chung đẹp.,positive,4,
Giao hàng siêu nhanh.,positive,4,
Chất lượng sản phẩm tốt .,positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vơii đẹp.,positive,5,
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh, chất vải mịn đẹp, shop phục vụ khỏi chê luôn, rất tận tâm.",positive,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn,hàng đẹp so với giá tiền, cảm ơn shop đã tặng quà nhé!",positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm thì phải dùng mới bit nhưng vẫn cho shop 5*.,positive,5,
Thời gian giao hàng rất nhanh.,positive,5,
Sản phẩm đẹp mà đế giày hơi dài.,negative,2,
Đã check và sạc chính hãng ạ.,positive,4,
E rất vui.,positive,5,
"Đánh giá cho luôn 5* mặc dầu chưa nhận đx hàng, em mệt mỏi quá shop ơi!",negative,2,
Áo mặc êm.,positive,4,
Không bị hằn người.,positive,4,
Vừa như in luôn.,positive,4,
"Chất lượng sản phẩm tuyệt vời, tuy nhiên nội dung có khác so với truyện gốc nên khi kể chuyện gây mâu thuẫn vì bé đã dc nghe truyện gốc.",positive,4,
Quần bị chật ống.,negative,2,
Biết v k mua.,negative,1,
"Sản phẩm đẹp như hình ảnh và form đẹp, tuy nhiên rất dễ bắt nóng.",positive,4,
Chủ shop rất nhiệt tình và dễ thương nữa chứ.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,4,
Yêu shop này lắm luôn ý 😘😘😘😘 cô chủ tư vấn nhiệt tình yêu cô chủ nảy r đấy 😘😘😘😘.,positive,4,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất cmn tốt @@.,positive,5,
Shop phục vụ rất tốt.,positive,5,
Chất lượng sản phẩm tạm được Giá cả chấp nhận được Thời gian giao hàng rất nhanh.,positive,4,
Hàng đejp giao hàng rất nhanh.,positive,4,
Sản phẩm vừa ý với số tiền !!!,positive,4,
Hàng y hình.,neutral,3,
"Chất vải hơi mỏng, màu đỏ hơi tối so với trên ảnh.",negative,2,
Giao hàng nhanh.,positive,5,
"Đóng gói sản phẩm chắc chắn, tiền nào của nấy, ok.",positive,5,
Chất lượng đợi thời gian sử dụng mới biết.,neutral,3,
Nhưng vẫn đánh liều mua 2 cái .,neutral,3,
Rất không đáng tiền.,positive,4,
KHong phai ao thai lan .,negative,1,
Cảm ơn shop vì món quà kèm theo.,positive,5,
màu dam hơn hình.,negative,2,
Hàng giống hình!,positive,4,
"áo to , ok . có đều vải dễ nhăn qá.",negative,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Rất đáng tiền.,positive,5,
Nếu có dịp sẽ hợp tác vs shop tiếp ạ.,positive,4,
Địu ok.,positive,4,
Hộp hơi nát vs cả giày bị lỗi 1 chút do có một vết xanh bám vào.,neutral,3,
Áo đẹp lắmmm ạ ^^ phù hợp với giá tiền.,positive,5,
"Sản phẩm quá tệ, shop bán hàng ko có lương tâm nghề nghiệp, hàng như này vẫn già mồm bảo y hình 😂 ai mua bị như mình thì cứ đổi trả qua Shopee nhé.",negative,1,
"Túi đẹp, chắc chắn.",positive,5,
Cảm ơn shop.,positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,positive,5,
Rất thích.,positive,5,
Chất vải hơi thô cứng Thời gian giao hàng nhanh.,neutral,3,
Rất hài lòng.,positive,5,
"Shop khá uy tín, mua nhieu ao nhung van giao dung mẫu.",positive,4,
se ung ho shop.,positive,4,
Chất lượng sản phẩm tốt nhưng mình cho 4* vì nước xả mà đóng gói chung với bột trẻ em mà không có bao bọc ngăn cách bên ngoài gì hết..,positive,4,
giày đẹp.,positive,4,
Đúng là tiền nào của đấy thôi!,negative,1,
Xứng đáng vs giá tiền.,positive,4,
Kiểu dáng y hình.,positive,4,
"Yếm thích cực luôn, chất liệu dày dặn chắc chắn, đẹp chuẩn hình, dễ phối đồ, ủng hộ shop nhé👍.",positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,positive,5,
Shop phục vụ tạm được.,neutral,3,
"Áo dễ thương, nhưng cổ không giống hình.",neutral,3,
Mới nguyên mà hỏng luôn 1 bên tai rồi.,negative,2,
Quá trình ship bị nát hộp bên ngoài .,negative,2,
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Thời gian giao hàng rất nhanh.",positive,5,
Cùng size N mà vòng bụng hơn nhau cả ngang tay.,negative,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Chất ok.,positive,5,
Ok lắm nhé.,positive,4,
Vải hơi nóng.,positive,4,
"Túi đẹp, dày dặn, màu bên ngoài đẹp hơn ảnh.",positive,5,
Áo mỏng hơn ảnh chụp.,negative,2,
Chất lượng tạm đc.,neutral,3,
Giao 2 dài mà khác loại. 1 loại tạm đc 1 loại quá tệ.,negative,1,
Gửi nhầm mầu nhắn cho shop shop k trả lời.,negative,1,
"Áo rất đẹp,cực đáng yêu luôn.",positive,5,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Đáng đồng tiền Thời gian giao hàng nhanh.,neutral,3,
Gấu bị bẩn còn lại thì ok.,negative,2,
Mìh mua giá cao hơn.,negative,2,
"Chất lượng sản phẩm tốt, cần thêm khâu chọn size.",positive,4,
Chất lượng sản phẩm tạm vậy.,positive,4,
Kem mịn nhưng độ che phủ thấp.,neutral,3,
Thời gian giao hàng nhanh.,positive,4,
Shop chuyển hàng nhanh.,positive,4,
"Case đẹp, fan xấu :D.",positive,4,
Đóng gói sp rất tệ.,negative,1,
Rất đáng tiền Thời gian giao hàng rất nhanh. hàng giống hình. chất lượng phù hợp với giá tiền.,positive,4,
Bao bì đúng chuẩn.,positive,4,
"Đầm đẹp, chất mát mặc thích lắm lun, chủ Shop nhiệt tinh, dễ mến, lần sau sẽ ủng hộ Shop nữa!",positive,5,
"Ổn, vải mỏng.",negative,2,
Shop giao nhầm hàng.,negative,1,
Hàng rất đẹp mình rất vừa ý.,positive,4,
Hàng đẹp nha.,positive,5,
Chất vải xấu.,negative,2,
Sạc rất nhanh mình rất thích.,positive,5,
Tuy chất k dày lắm nhưng vẫn ok ạ.,neutral,3,
Khá ok.,positive,4,
Sản phẩm rẻ mà tốt nữa.,positive,5,
"Sản phẩm ko đúng với hình ảnh quảng cáo , quá dắt với sô tiền bỏ ra 😒.",negative,1,
"Vải mát, chất đẹp:).",positive,5,
Thơm nhưng Hoa hồng mùi thơm hơn.,positive,4,
Vải đẹp.,positive,4,
Rất đáng tiền.,positive,5,
Ủng hộ shop dài.,positive,5,
Cho shop 5sao ạ.,positive,5,
Lại giao hàng rất nhanh nữa.,positive,4,
Dáng vay mặc đẹp.,positive,4,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Đẹp mềm chân nữa.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn nhưng không được rộng như hình chụp hơi nhỏ.,negative,2,
Thiếu áo này chị nhé.,negative,2,
Sẽ ủng hộ cho shop dài dài.,positive,4,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
"Áo đẹp y hình vải dày dặt rất đáng túi tiền thời gian giao cũng không lâu lắm, chất lượng tuyệt vời đáng để chờ đợi sẽ tiếp tục mua hàng ủng hộ shop.",positive,5,
"Chất lượng sản phẩm tuyệt vời, chắc do vận chuyển hộp hơi bị méo.",positive,5,
Thời gian giao hàng rất nhanh.,positive,5,
Đep.,positive,5,
"Size L sao thấy bằng size M vậy,,, Chất lượng sản phẩm tuyệt vời.",positive,5,
Mực mỏng ko dày.,neutral,3,
"Hàng đẹp lắm , cảm ơn shop.",positive,4,
"Sản phẩm này ko giống trong hình , Chất lượng sản phẩm kém.",negative,2,
Chất đẹp nhưng hơi mỏng.,neutral,3,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Áo đẹp lắm ạ .,positive,5,
áo ko đẹp ko giống quảng cáo.,negative,1,
Còn lại thì ok.,neutral,3,
Bạn nào thích mình nhượng lại giá ưu đãi nhé.,neutral,3,
Cổ hơi sâu.,negative,2,
"Giống hình thì giống rồi, mà chất lượng kém .",negative,2,
Xau va khong nhu trong hinh .khong mac duoc vi cu rot ra nhung bui mau den.,negative,1,
"Áo vải cực đẹp,đúng như hình và shop tư vấn nhiệt tình...cám ơn !!!",positive,5,
Chất len cứng mặc nhám.,negative,2,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Sẽ ủng hộ lâu dài 😘😘😘.,positive,5,
Đặt xanh xám mà giao nâu???.,negative,2,
"Chất lượng sản phẩm tạm được, shop nhiệt tình mình ko ưng lắm vì váy chỉ có 1 lớp thôi ạ.",positive,4,
Các bác nên mua sim ghép của shop này dùng.,positive,5,
Giao hàng nhanh !,positive,4,
Giao hàng nhanh ❤giá cả phải chăng .,positive,5,
Tai nghe hơi nhỏ( hình thức chứ kg phải âm thanh)mọi người suy nghĩ kỹ trước khi mua.âm thanh tốt cực êm tai.,negative,2,
Chất lượng sản phẩm tuyệt vời giá rẻ mà đẹp quá ok❤️❤️❤️.,positive,5,
hàng đẹp rất ưng ý.,positive,5,
Quần đẹp lắm Shop oi.,positive,4,
Check hàng chuẩn.,positive,4,
Giao hàng nhanh gọn.,positive,5,
Vải qá mỏng.mặc mà díh vào ng luôn á.,negative,2,
Không đúng hình nhưng cũng tạm ưng..,neutral,3,
"Chất lượng OK, dùng khá tiện.",positive,4,
chất lượng sp tuyệt vời.,positive,5,
"Tiếp tục mua đồ của shop, chất lượng sản phẩm rất tuyệt.",positive,5,
Chất lượng sản phẩm tốt nhưng không có sạc đi kèm rất bất tiện.,negative,2,
Lẽ ra e nên đặt theo lố xài dần :))).,positive,5,
"Màu hồng hơi xỉn, cổ hơi trễ nên phải đính lại.",negative,2,
Chất ổn nhưng Đường may hơi ẩu.,positive,4,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,shop phục vụ rất tốt,sẽ tiếp tục ủng hộ shop.",positive,5,
"Áo đẹp, đúng hình, giao hàng nhanh, rất hài lòng.",positive,4,
Chất Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Nhân viên nữ tư vấn dễ thương. .,positive,4,
"Áo k dày như hình,k giống hình lắm.",negative,2,
Hang mong qua bao 60kg do lai mac vua may minh 54kg mac con hoi chat thé ms 55kg mac sao vua.,negative,2,
Đóng gói và giao sản phẩm nhanh.,positive,4,
Nói chung chất lượng tạm được so vớ giá.,neutral,3,
Sh k nên bán mấy chất như z nữa.,negative,1,
Váy mặc xinh lắm shop ơi.,positive,5,
"Vải xấu tệ, mặc ko vừa size muốn đổi hàng mà nt shop ko trả lời.",negative,1,
Đóng gói sản phẩm rất đẹp và chắc chắN.,positive,5,
"Voucher rất nhanh tới, khoảng 15’.",positive,4,
"Hàng vải ổn, form ko chuẩn, sét ko đẹp như hình, rộng.",negative,2,
Shop rất tốt về khoản Chăm sóc khách hàng.,positive,4,
Áo đẹp lắm shop nha ❤.,positive,4,
Áo này hơi rộng cổ sâu hơn mẫu nhưng chất đẹp.,positive,4,
Chất vải mịn mát..,positive,4,
Hao màu sắc rất đẹp.,positive,4,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền, vẽ cực êm siêu đẹp may cực mỏg và bền.",positive,5,
Quá rẻ !,positive,5,
Hàng chất lượng quá xá lun.,positive,5,
"địa chỉ mua hàng đáng tin cậy, sẽ quay lại shop nhiều nữa !",positive,4,
Đóng gói khg kỷ.,negative,2,
Quần xinh lắm luôn đó shop 😍 trời ơi mang siêu thoải mái luôn í ❤ Ưng cái quần này cực ❤❤❤🔰 Lần sau có dịp sẽ ủng hộ shop nữa 😘.,positive,5,
Rất đáng tiền.,positive,4,
Màu đẹp y hình.,neutral,3,
"Shop gửi k đúng hàng, đã gửi hàng chờ shop đổi nhưng chưa thấy phản hồi!",negative,1,
Thời gian giao hàng rất nhanh.,positive,4,
"Vãi đẹp, dáng váy đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.",positive,5,
"Màu tối , ko đẹp giống hình.",negative,2,
"Vải cực mềm cực thích luôn mọi người ạ, chất lượng ok nhé, mình rất hài lòng.",positive,5,
"Đẹp, chắc, mỗi cái kính bám vân tây hơi nhiều.",positive,4,
Vải và màu áo rất đẹp.,positive,5,
Phần lách hơi xấu.,negative,2,
Váy dễ thương.,positive,4,
Xấu ngoài sự tưởng tượng!!!!!,negative,1,
Cổ vuông nhưng thấy như cổ thuyền í ạ nhưng chung quy rẻ đẹp chất lượng.,neutral,3,
"Áo y hình, nhưng chất liệu vải thì hơi thất vọng, nhìn hình cứ nghĩ vải voan, nhưng là vải lưới nên mất giá trị của cái áo.",negative,1,
Rất đáng tiền.rất ưng.,positive,5,
Mình rất hài lòng về sản phẩm của shop.,positive,4,
Lần sau xin đóng gối cẩm thận hơn...,negative,2,
Vải chán.,negative,2,
Rất đẹp.,positive,5,
"Bọc kĩ lắm luôn, giá rẻ.",positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,4,
Shop ko cho đổi hàng.,negative,1,
Shop phục vụ rất tốt.size m mà 47kg bạn k vừa.,positive,4,
Triệu like.,positive,5,
Đúng số đo luôn.,positive,4,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền!,positive,5,
Chị chủ shop rất dễ thương nhiệt tình áo thì khỏi chê chỗ nào luôn quá ưng luôn ý giao hàng hôm trước hôm sau đã nhận được luôn rùi.,positive,5,
"Shop phục vụ rất tốt, vải dày lắm ạ.",positive,5,
Đẹp rẻ =)).,positive,4,
Có tiền thì khuyên các bạn nên mua hãng khác.,negative,1,
Vải siêu đẹp chỉ có đường may hơi ẩu nhưng không sao hết vẫn rate 5*.,positive,5,
Dởm.,negative,1,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Thời gian giao hàng rất nhanh.,positive,4,
"Chất vải tốt, áo mặc vừa in.",positive,5,
Có quà có quà thích quá shop ơi ... tk shop.,positive,5,
Tay quá sức ngắn.,negative,1,
Giao hàng nhanh.,positive,4,
Áo đẹp trong tầm giá.,positive,5,
Shop phục vụ rất tốt.,positive,5,
Hàng giao nhanh mẫu mã tuyệt vời Shop phục vụ rất tốt Rất đáng tiền.,positive,5,
Sẽ ủng hộ shop thêm.,positive,4,
Váy xinhh.,positive,5,
"Mặc vào rất gọn gàng, đứng áo.",positive,5,
Sản phẩm y hình.,positive,5,
Thời gian giao hàng rất nhanh.,neutral,3,
Mỗi tội dây 1mm đan vào sẽ co lại nhiều .,negative,2,
"Order của shop luôn luôn ưng, 1000 sao cho shop 😘.",positive,5,
"Vải mỏng dính, tạm đc so với giá.",neutral,3,
"Chất lượng sản phẩm tuyệt vờ,i Đóng gói sản phẩm rất đẹp và chắc chắn ,Thời gian giao hàng rất nhanh.",positive,5,
Mà size 2xl chỉ vừa với người 60kg đổ lại.,neutral,3,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,positive,5,
Cho 5 sao.,positive,4,
Mình sẽ ủng hộ shop dài dài 😘.,positive,4,
Shop giao sai màu áo.,negative,2,
Thích shop lắm ủng hộ dài dài.,positive,5,
Giao hàng nhanh chất len khá Ok nhưng có hơi ngứa.,positive,5,
Sẽ ủng hộ shop dài dài.,positive,5,
Ưng chỉ tiếc quần chun ko có cúc thay đổi cỡ.,negative,2,
"Giày đẹp shop ơiiii, nhưng có 1 chút lỗi nhỏ vì đế giày hơi nhăn cộng thêm có chỗ bẩn tẹo teo, nhưng ks ạ, shop rất tận tình và ship hàng rất nhanh, cảm ơn shop.",positive,4,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt có điểm trừ là hàng rất bụi và dây nguồn và vga rất cũ mong shop rút kinh nghiệm.,negative,2,
Shop phục vụ tốt.,positive,5,
"hàng bị lỗi sau giày , sản phẩm đóng gói hộp bị rách tả tơi.",negative,1,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng quá nhanh.,positive,5,
"Hợp với giá tiền, cảm ơn shop nhe.",positive,5,
Giao hàng nhanh phục vụ tốt.,positive,5,
"Chất liệu mịn, mát, lớp áo khá dày, nhưng mặc lâu chắc sẽ đổ lông, giống hình.",neutral,3,
Kèm công tắc ma ko có.buôn bán thật tý đi.,negative,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,positive,5,
hi hi.,neutral,3,
sẽ ủng hộ shop thời gian tới!,positive,5,
"Bán hàng đẹp mà rẻ quá, lại còn kèm quà tặng nữa chớ.",positive,5,
nhỏ hơn size thực.,negative,2,
Chất vải tạm được.,neutral,3,
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Nhưng phí ship hơi đắc nha shop.,positive,4,
"Shop phục vụ rất tốt, giao hàng nhanh lắm ạ hihi.",positive,5,
Nhắn tin shop ko trả lời.,negative,1,
"Chất lượng được, đóng gói không đẹp.",positive,4,
Chưa đi thử chưa biết như thế nào.,positive,4,
"Set đồ tập rất xinh, chất đẹp.",positive,4,
Shop ghi kích thước 25x22 nhưng thực tế chỉ 20x15.,negative,2,
Sp tuyệt vời.,positive,5,
Thời gian dùng ko đúng quảng cáo.,neutral,3,
Chất vải cứng ko đc đẹp lắm nhưng so vs giá tiền là rất okie r.,positive,4,
Chất lượng sản phẩm tốt nhưng khi nhận hàng hộp bị móp trông cũ kỹ.,negative,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
Váy quá mỏng ko ưng ý.,negative,1,
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,positive,5,
Chất lượng sản phẩm tương đối.shop chuẩn bị hàng nhanh.bên giao cũng nhanh.2ngày là nhận đc hàng.,positive,4,
"Chất lượng sản phẩm tuyệt vời, chất đẹp, mặc vừa vặn.",positive,5,
Sản phẩm dày đẹp.,positive,4,
Giày đẹp gói tốt nhé.,positive,5,
Shop phục vụ rất tốt !!!,positive,5,
Shop con tang kem qua nua .,positive,4,
"Điểm trừ: Mặt Iron Man bị xước nhiều ( shop xem ảnh), ko được mượt.",negative,2,
Áo rất đẹp 👍👍👍.,positive,5,
Thấy shop bảo sản phẩm được bảo hành một năm.,positive,4,
Vải như cái vải mùng lun 😔.,negative,1,
Giao hàng rất nhanh.,positive,5,
Ok.,neutral,3,
Rất đáng tiền.,positive,5,
M đặt 2 lần mà lần trc bên trong lót bông đợt này lại k có.,negative,2,
"Hạt chia mẩy, đẹp.",positive,4,
"Chất lượng sp tốt, mỗi tội áo màu vàng khác màu, chun áo quá bo, k rộng như ảnh.",neutral,3,
Hộp rất đẹp.,positive,4,
Áo mỏng hơn so với áo màu vàng.,positive,4,
Quần đẹp.,positive,4,
Đầu tiên mình muốn nói chất lượng rất tuyệt chỉ đóng góp 1 xíu í kiến hoi là ngày đuôi giày hong có 3 sọc như bản của adidas và đế lại là chữ beest hơi buồn nhưng đối với đôi giày sp như vậy là ổn nếu kh ngại 2 lí do trên các bạn thoải mái mua hàng nha 5* cho chị chủ và 4* cho sản phẩm đúng size nh.,positive,4,
Bố t thích áo này lắm y.,positive,4,
Lấy XL nhưng vẫn vừa ng vì form bé thật @@.,neutral,3,
"Chất lượng sản phẩm tuyệt vời, áo rất đẹp , m 42kg cao 1m55 mặc vừa y, rất đáng tiền.",positive,5,
"Mình nhận đc rồi , đóng gói cẩn thận .",positive,4,
Áo đẹp và giống hình lắm.,positive,4,
"Đóng gói hơi bựa, SP tốt, giao hàng bình thường, Ủng hộ tiếp lần nữa!",neutral,3,
To hơn tưởng tượng.,negative,2,
"Khá là tốt , nên mua.",positive,4,
Túi đẹp như hình.,positive,4,
K mặc vô đuợc.,negative,1,
Cảm ơn món quà nhỏ của shop. 😙.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.,positive,4,
Đẹp.,positive,4,
Rất ok.,positive,4,
Lướt shopee nhìn giá ..... mình nghĩ nó rẻ vậy chắc chẳng ra gì .,negative,2,
Áo hơi mỏng nhưng rờ mịn.,positive,4,
"Chủ shop rất có trách nhiệm, chủ động liên hệ hướng dẫn sử dụng rất nhiệt tình.",positive,5,
Shop gửi hàng nhanh.,positive,4,
Shop phục vụ và giao bán hàng tuyệt vời lắm ạ !!,positive,5,
hàng đẹp mua 4 cái ưng hết. mọi người yên tâm. nhưng phom thì hơi nhỏ. ai to người thì nt để tu vấn nha.,positive,5,
Phù hợp với giá tiền.mk ko hiểu sao chứ lúc nào cũng đòi mua đồ đẹp mà bỏ ít tiền thì ko có đâu các bạn ạ.,neutral,3,
Chất được.,positive,4,
Mình phải đổi lại.,negative,1,
Thanks shop !,positive,4,
"Quần k giống hình, ống rộng k bóp.",negative,2,
Hihi quần dễ thương.,positive,4,
quẩn đẹp.,positive,4,
"Áo tạm được , vải áo k thơm vải mới ...",neutral,3,
Mua hai miếng dán iPhone X mà một miếng bị lỗi.,negative,2,
Hài lòng.,positive,4,
"Xịt rồi ngồi canh thấy chuột vẫn vô tư bò vô, haizz.",negative,1,
Mẹ t khen váy xinh 😁.,positive,5,
"Chất vải ko thể xấu hơn đc nữa, 0 sao.",negative,1,
Sp date mới.,positive,4,
"Chất lượng sp tốt,áo đẹp y hình,đóng gói cẩn thận tuy nhiên thời gian giao hàng hơi chậm.",positive,4,
"Đầm xinh lăm luôn , giá hợp lí .",positive,5,
"Nhưng ko nên gập lưng túi làm nó bị gãy rất mất dáng, cũng ko cho hộp giấy hãy bọc nylon.",negative,2,
